user_id,program_id,day,attended_curriculum,attended_project,curriculum_hours_attended,project_hours_attended,zoom_minutes,assignments_completed,forum_messages,help_requests,role,country,timezone,gender,education_level,field_of_study,years_experience,prior_neuromatch,preferred_language,interest_area,availability_slot,program_name,year,start_date,end_date,num_students,num_tas,region_focus,curriculum_hours_per_day,project_hours_per_day,total_hours_per_day,days_per_week,delivery_mode,num_timeslots
U00014,P006,19,1,1,3.4,2.49,81,1,3,2,student,Brazil,UTC-3,Non-binary,Masters,CS,6,0,English,Neural Coding,Slot 2,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00014,P006,20,1,1,4.39,2.2,146,1,9,3,student,Brazil,UTC-3,Non-binary,Masters,CS,6,0,English,Neural Coding,Slot 2,Deep Learning,2026,2026-06-22,2026-07-24,351,28,global,4.5,3,8,5,virtual,5
U00016,P003,1,1,1,2.61,2.12,69,1,9,2,student,Japan,UTC+9,Non-binary,Masters,CS,7,0,English,Time Series,Slot 5,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5
U00016,P003,2,1,1,4.47,1.41,152,1,4,2,student,Japan,UTC+9,Non-binary,Masters,CS,7,0,English,Time Series,Slot 5,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5
U00016,P003,3,0,0,3.53,1.45,260,0,10,0,student,Japan,UTC+9,Non-binary,Masters,CS,7,0,English,Time Series,Slot 5,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5
U00016,P003,4,1,1,4.43,2.89,91,1,4,2,student,Japan,UTC+9,Non-binary,Masters,CS,7,0,English,Time Series,Slot 5,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5
U00016,P003,5,1,1,2.43,2.12,274,1,4,1,student,Japan,UTC+9,Non-binary,Masters,CS,7,0,English,Time Series,Slot 5,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5
U00016,P003,6,1,1,3.66,2.48,173,1,7,0,student,Japan,UTC+9,Non-binary,Masters,CS,7,0,English,Time Series,Slot 5,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5
U00016,P003,7,1,1,2.28,2.58,172,1,0,3,student,Japan,UTC+9,Non-binary,Masters,CS,7,0,English,Time Series,Slot 5,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5
U00016,P003,8,0,0,2.05,2.54,69,0,5,3,student,Japan,UTC+9,Non-binary,Masters,CS,7,0,English,Time Series,Slot 5,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5
U00016,P003,9,1,1,3.75,1.77,223,1,8,1,student,Japan,UTC+9,Non-binary,Masters,CS,7,0,English,Time Series,Slot 5,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5
U00016,P003,10,0,0,2.83,2.22,164,0,0,0,student,Japan,UTC+9,Non-binary,Masters,CS,7,0,English,Time Series,Slot 5,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5
U00016,P003,11,1,1,3.72,2.59,130,1,9,2,student,Japan,UTC+9,Non-binary,Masters,CS,7,0,English,Time Series,Slot 5,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5
U00016,P003,12,1,1,4.19,2.71,76,1,7,1,student,Japan,UTC+9,Non-binary,Masters,CS,7,0,English,Time Series,Slot 5,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5
U00016,P003,13,1,1,3.65,1.61,126,1,4,2,student,Japan,UTC+9,Non-binary,Masters,CS,7,0,English,Time Series,Slot 5,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5
U00016,P003,14,1,1,3.78,1.42,282,1,7,1,student,Japan,UTC+9,Non-binary,Masters,CS,7,0,English,Time Series,Slot 5,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5
U00016,P003,15,1,1,3.37,1.19,118,1,10,1,student,Japan,UTC+9,Non-binary,Masters,CS,7,0,English,Time Series,Slot 5,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5
U00016,P003,16,1,1,2.17,1.03,97,1,9,0,student,Japan,UTC+9,Non-binary,Masters,CS,7,0,English,Time Series,Slot 5,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5
U00016,P003,17,1,1,3.22,2.09,119,1,1,0,student,Japan,UTC+9,Non-binary,Masters,CS,7,0,English,Time Series,Slot 5,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5
U00016,P003,18,1,1,3.36,1.34,107,1,10,3,student,Japan,UTC+9,Non-binary,Masters,CS,7,0,English,Time Series,Slot 5,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5
U00016,P003,19,1,1,4.06,2.71,208,1,5,0,student,Japan,UTC+9,Non-binary,Masters,CS,7,0,English,Time Series,Slot 5,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5
U00016,P003,20,0,0,3.39,2.62,201,0,3,0,student,Japan,UTC+9,Non-binary,Masters,CS,7,0,English,Time Series,Slot 5,Computational Tools for Climate Science,2025,2025-06-22,2025-07-24,262,22,global,4.5,3,8,5,virtual,5
U00024,P005,1,0,0,2.25,2.63,242,0,4,2,student,Kenya,UTC+3,Female,PhD,Neuro,8,1,Hindi,Climate,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00024,P005,2,1,1,3.12,1.22,64,1,10,2,student,Kenya,UTC+3,Female,PhD,Neuro,8,1,Hindi,Climate,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00024,P005,3,1,1,2.99,2.04,198,1,0,1,student,Kenya,UTC+3,Female,PhD,Neuro,8,1,Hindi,Climate,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00024,P005,4,1,1,3.42,2.45,149,1,1,0,student,Kenya,UTC+3,Female,PhD,Neuro,8,1,Hindi,Climate,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00024,P005,5,1,1,3.62,1.4,189,1,7,0,student,Kenya,UTC+3,Female,PhD,Neuro,8,1,Hindi,Climate,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00024,P005,6,1,1,2.18,1.9,190,1,1,1,student,Kenya,UTC+3,Female,PhD,Neuro,8,1,Hindi,Climate,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00024,P005,7,1,1,3.6,1.31,112,1,5,2,student,Kenya,UTC+3,Female,PhD,Neuro,8,1,Hindi,Climate,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00024,P005,8,1,1,2.16,1.36,272,1,10,3,student,Kenya,UTC+3,Female,PhD,Neuro,8,1,Hindi,Climate,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00024,P005,9,1,1,2.86,1.41,78,1,10,3,student,Kenya,UTC+3,Female,PhD,Neuro,8,1,Hindi,Climate,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00024,P005,10,0,0,3.64,2.12,284,0,4,1,student,Kenya,UTC+3,Female,PhD,Neuro,8,1,Hindi,Climate,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00024,P005,11,1,1,2.46,2.7,66,1,5,2,student,Kenya,UTC+3,Female,PhD,Neuro,8,1,Hindi,Climate,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00024,P005,12,1,1,2.67,1.55,145,1,6,2,student,Kenya,UTC+3,Female,PhD,Neuro,8,1,Hindi,Climate,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00024,P005,13,1,1,3.15,1.17,180,1,4,0,student,Kenya,UTC+3,Female,PhD,Neuro,8,1,Hindi,Climate,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
U00024,P005,14,1,1,2.3,1.97,101,1,5,0,student,Kenya,UTC+3,Female,PhD,Neuro,8,1,Hindi,Climate,Slot 4,Computational Neuroscience,2026,2026-06-22,2026-07-24,373,17,global,4.5,3,8,5,virtual,5
